t_us,addr,bus,data_hex
1770510483129181,0x35b,2,0000000000000000
1770510483129190,0x20e,0,14402200c6000f00
1770510483129199,0x20e,2,14402200c6000f00
1770510483129207,0x51e,0,0300000000000000
1770510483129216,0x51e,2,0300000000000000
1770510483129225,0x31e,0,0200000000000000
1770510483129233,0x31e,2,0200000000000000
1770510483129242,0x40e,0,00
1770510483129249,0x40e,2,00
1770510483129257,0x102,0,4e84fdfffcfffc1f
1770510483129266,0x102,2,4e84fdfffcfffc1f
1770510483129275,0x253,0,0000e0282800
1770510483129284,0x253,2,0000e0282800
1770510483129292,0x2c8,0,6d8d03621b2380e7
1770510483129301,0x2c8,2,6d8d03621b2380e7
1770510483129310,0x298,0,0000fc7f00
1770510483129318,0x298,2,0000fc7f00
1770510483129326,0x32b,0,0000000000000000
1770510483129335,0x32b,2,0000000000000000
1770510483129344,0x102,0,4184fdfffcfffc1f
1770510483129353,0x102,2,4184fdfffcfffc1f
1770510483129361,0x288,0,0000fc7f00
1770510483129370,0x288,2,0000fc7f00
1770510483129379,0x36b,0,0000000000000000
1770510483129388,0x36b,2,0000000000000000
1770510483129397,0x22c,0,15606a00d00c0000
1770510483129406,0x22c,2,15606a00d00c0000
1770510483129414,0x20c,0,0000e0ff0000c000
1770510483129423,0x20c,2,0000e0ff0000c000
1770510483129433,0x23c,0,4139007878640a3b
1770510483129441,0x23c,2,4139007878640a3b
1770510483129450,0x23e,0,3004000000000f00
1770510483129458,0x23e,2,3004000000000f00
1770510483129467,0x24c,0,ff7d000000fe0100
1770510483129476,0x24c,2,ff7d000000fe0100
1770510483129485,0x40c,0,00
1770510483129492,0x40c,2,00
1770510483129499,0x45c,0,0000158e10004184
1770510483129508,0x45c,2,0000158e10004184
1770510483129518,0x53c,0,12fa02790518ea8a
1770510483129526,0x53c,2,12fa02790518ea8a
1770510483129535,0x547,0,56ff
1770510483129543,0x547,2,56ff
1770510483129551,0x549,0,56ff
1770510483129558,0x549,2,56ff
1770510483129566,0x54b,0,56ff
1770510483129573,0x54b,2,56ff
1770510483129582,0x76c,0,0e00207150050015
1770510483129590,0x76c,2,0e00207150050015
1770510483129599,0x102,0,4184fcfffdfffc1f
1770510483129608,0x102,2,4184fcfffdfffc1f
1770510483129617,0x209,0,0000000068011400
1770510483129625,0x209,2,0000000068011400
1770510483129634,0x229,0,6a05c17c0200ecd1
1770510483129642,0x229,2,6a05c17c0200ecd1
1770510483129651,0x239,0,3941001700000000
1770510483129660,0x239,2,3941001700000000
1770510483129669,0x249,0,667d880200702800
1770510483129677,0x249,2,667d880200702800
1770510483129686,0x469,0,7e09000000000000
1770510483129695,0x469,2,7e09000000000000
1770510483129704,0x5b8,0,00ffc87105000000
1770510483129712,0x5b8,2,00ffc87105000000
1770510483129721,0x3d8,0,150700
1770510483129729,0x3d8,2,150700
1770510483129737,0x298,0,0000fc7f00
1770510483129745,0x298,2,0000fc7f00
1770510483129753,0x37b,0,0000000000000000
1770510483129762,0x37b,2,0000000000000000
1770510483129770,0x219,0,0000000083020000
1770510483129782,0x219,2,0000000083020000
1770510483129794,0x102,0,4e84fdfffcfffc1f
1770510483129802,0x102,2,4e84fdfffcfffc1f
1770510483129811,0x288,0,0000fc7f00
1770510483129819,0x288,2,0000fc7f00
1770510483129829,0x21c,0,000800848d020008
1770510483129837,0x21c,2,000800848d020008
1770510483129846,0x25c,0,0102000ac0ff2102
1770510483129855,0x25c,2,0102000ac0ff2102
1770510483129864,0x42c,0,0060000064000000
1770510483129873,0x42c,2,0060000064000000
1770510483129881,0x43c,0,0060000064000000
1770510483129890,0x43c,2,0060000064000000
1770510483129899,0x44c,0,0060000064000000
1770510483129907,0x44c,2,0060000064000000
1770510483129916,0x248,0,2b2b0bb2013400
1770510483129925,0x248,2,2b2b0bb2013400
1770510483129934,0x102,0,4e84fcfffcfffc1f
1770510483129943,0x102,2,4e84fcfffcfffc1f
1770510483129952,0x71e,0,0493010000000000
1770510483129960,0x71e,2,0493010000000000
1770510483190623,0x358,0,580a100140503c13
1770510483190650,0x358,2,580a100140503c13
1770510483190660,0x298,0,0000fc7f00
1770510483190668,0x298,2,0000fc7f00
1770510483190679,0x102,0,3484fdfffcfffc1f
1770510483190690,0x102,2,3484fdfffcfffc1f
1770510483190699,0x207,0,0000000068011400
1770510483190708,0x207,2,0000000068011400
1770510483190717,0x227,0,6905597b0700ecd1
1770510483190726,0x227,2,6905597b0700ecd1
1770510483190735,0x237,0,3941001700000000
1770510483190744,0x237,2,3941001700000000
1770510483190752,0x247,0,667d8f0200502800
1770510483190761,0x247,2,667d8f0200502800
1770510483190770,0x467,0,7e09000000000000
1770510483190779,0x467,2,7e09000000000000
1770510483190787,0x288,0,0000fc7f00
1770510483190796,0x288,2,0000fc7f00
1770510483190804,0x428,0,0030
1770510483190814,0x428,2,0030
1770510483190822,0x518,0,007fff0000000080
1770510483190832,0x518,2,007fff0000000080
1770510483190840,0x102,0,3584fcfffdfffc1f
1770510483190850,0x102,2,3584fcfffdfffc1f
1770510483190858,0x3a8,0,ffffffffff7e0e
1770510483190867,0x3a8,2,ffffffffff7e0e
1770510483190876,0x217,0,00c0000081020000
1770510483190886,0x217,2,00c0000081020000
1770510483190895,0x5e8,0,220000000000
1770510483190904,0x5e8,2,220000000000
1770510483190913,0x298,0,0000fc7f00
1770510483190922,0x298,2,0000fc7f00
1770510483190931,0x453,0,00000000
1770510483190939,0x453,2,00000000
1770510483190947,0x258,0,00000000000005d1
1770510483190957,0x258,2,00000000000005d1
1770510483190965,0x28a,0,0000ff1f00000000
1770510483190974,0x28a,2,0000ff1f00000000
1770510483190983,0x21a,0,8e000a004a008a00
1770510483190992,0x21a,2,8e000a004a008a00
1770510483191001,0x3da,0,01046be1064e0000
1770510483191010,0x3da,2,01046be1064e0000
1770510483191018,0x3ba,0,0000000000000000
1770510483191028,0x3ba,2,0000000000000000
1770510483191036,0x2aa,0,2b2b4350c9000000
1770510483191046,0x2aa,2,2b2b4350c9000000
1770510483191055,0x34a,0,00
1770510483191063,0x34a,2,00
1770510483191071,0x35a,0,000000000000cd74
1770510483191080,0x35a,2,000000000000cd74
1770510483191088,0x102,0,5c84fdfffcfffc1f
1770510483191097,0x102,2,5c84fdfffcfffc1f
1770510483191106,0x25a,0,0010000000000000
1770510483191115,0x25a,2,0010000000000000
1770510483191123,0x23a,0,0018005100050000
1770510483191133,0x23a,2,0018005100050000
1770510483191144,0x22a,0,6702982100000000
1770510483191153,0x22a,2,6702982100000000
1770510483191357,0x27a,0,2e2e0611080400
1770510483191372,0x27a,2,2e2e0611080400
1770510483191382,0x24a,0,0f0feba0b900fe00
1770510483191391,0x24a,2,0f0feba0b900fe00
1770510483191400,0x29a,0,0000000000000000
1770510483191409,0x29a,2,0000000000000000
1770510483191419,0x288,0,0000fc7f00
1770510483191427,0x288,2,0000fc7f00
1770510483191435,0x368,0,45f15162644c2f00
1770510483191450,0x368,2,45f15162644c2f00
1770510483191461,0x202,0,125f4c9d0000e801
1770510483191470,0x202,2,125f4c9d0000e801
1770510483191479,0x6f2,0,02212d47dbd16ab4
1770510483191488,0x6f2,2,02212d47dbd16ab4
1770510483191497,0x212,0,5808225300
1770510483191506,0x212,2,5808225300
1770510483191515,0x582,0,02070800920b0000
1770510483191523,0x582,2,02070800920b0000
1770510483191532,0x222,0,000000000010
1770510483191541,0x222,2,000000000010
1770510483191549,0x232,0,5a13ea74
1770510483191557,0x232,2,5a13ea74
1770510483191565,0x402,0,1000
1770510483191574,0x402,2,1000
1770510483191583,0x3a2,0,ff0f00e0ff68040a
1770510483191592,0x3a2,2,ff0f00e0ff68040a
1770510483191600,0x3a3,0,fdff0080
1770510483191609,0x3a3,2,fdff0080
1770510483191617,0x252,0,00000000022b00
1770510483191626,0x252,2,00000000022b00
1770510483191636,0x262,0,000000000000c606
1770510483191644,0x262,2,000000000000c606
1770510483191653,0x272,0,0e12f1ff02000000
1770510483191662,0x272,2,0e12f1ff02000000
1770510483191671,0x2d2,0,00003380070000
1770510483191680,0x2d2,2,00003380070000
1770510483191688,0x102,0,4084fdfffdfffc1f
1770510483191697,0x102,2,4084fdfffdfffc1f
1770510483191705,0x210,0,0000e006059100
1770510483191714,0x210,2,0000e006059100
1770510483191723,0x20a,0,00000000601f0000
1770510483191734,0x20a,2,00000000601f0000
1770510483191745,0x398,0,4742900008000000
1770510483191754,0x398,2,4742900008000000
1770510483191762,0x298,0,0000fc7f00
1770510483191772,0x298,2,0000fc7f00
1770510483191780,0x233,0,0e0dff0000000000
1770510483191789,0x233,2,0e0dff0000000000
1770510483191797,0x223,0,0000000041000001
1770510483191807,0x223,2,0000000041000001
1770510483191815,0x20b,0,0000c0ff68011400
1770510483191824,0x20b,2,0000c0ff68011400
1770510483191833,0x22b,0,4305777c1300ecd1
1770510483191841,0x22b,2,4305777c1300ecd1
1770510483191850,0x23b,0,3941001700000000
1770510483191859,0x23b,2,3941001700000000
1770510483191867,0x24b,0,667d890200702800
1770510483191877,0x24b,2,667d890200702800
1770510483191885,0x268,0,00000000a8000000
1770510483191894,0x268,2,00000000a8000000
1770510483191903,0x46b,0,7e09000000000000
1770510483191911,0x46b,2,7e09000000000000
1770510483191920,0x31f,0,0120000000000000
1770510483191929,0x31f,2,0120000000000000
1770510483191939,0x51f,0,03190000000000
1770510483191947,0x51f,2,03190000000000
1770510483191956,0x203,0,bc13
1770510483191964,0x203,2,bc13
1770510483191971,0x41e,0,00
1770510483191979,0x41e,2,00
1770510483191987,0x20d,0,00
1770510483191994,0x20d,2,00
1770510483192001,0x62a,0,b0000000000000ff
1770510483192010,0x62a,2,b0000000000000ff
1770510483192019,0x77d,0,1100400831
1770510483192027,0x77d,2,1100400831
1770510483192037,0x388,0,5c5d47004f0000ff
1770510483192047,0x388,2,5c5d47004f0000ff
1770510483192056,0x7dd,0,ff0009
1770510483192065,0x7dd,2,ff0009
1770510483192072,0x218,0,7d3fffc7021fe0ba
1770510483192081,0x218,2,7d3fffc7021fe0ba
1770510483192090,0x102,0,3484fdfffcfffc1f
1770510483192100,0x102,2,3484fdfffcfffc1f
1770510483192108,0x26a,0,e00100
1770510483192117,0x26a,2,e00100
1770510483192125,0x288,0,0000fc7f00
1770510483192134,0x288,2,0000fc7f00
1770510483192142,0x44d,0,0000000000000000
1770510483192151,0x44d,2,0000000000000000
1770510483192160,0x408,0,90
1770510483192168,0x408,2,90
1770510483192176,0x21b,0,00807f007f020000
1770510483192186,0x21b,2,00807f007f020000
1770510483192194,0x20e,0,14402200c6000f00
1770510483192204,0x20e,2,14402200c6000f00
1770510483192212,0x51e,0,4437000000000000
1770510483192221,0x51e,2,4437000000000000
1770510483192230,0x40e,0,00
1770510483192237,0x40e,2,00
1770510483192245,0x102,0,3484fcfffdfffc1f
1770510483192254,0x102,2,3484fcfffdfffc1f
1770510483192263,0x253,0,0000e0282800
1770510483192271,0x253,2,0000e0282800
1770510483192280,0x2c8,0,6d8d03621b2390f7
1770510483192289,0x2c8,2,6d8d03621b2390f7
1770510483192298,0x298,0,0000fc7f00
1770510483192307,0x298,2,0000fc7f00
1770510483192316,0x102,0,4384fcfffcfffc1f
1770510483192325,0x102,2,4384fcfffcfffc1f
1770510483192334,0x288,0,0000fc7f00
1770510483192342,0x288,2,0000fc7f00
1770510483192351,0x378,0,0080008000800080
1770510483192360,0x378,2,0080008000800080
1770510483192368,0x22c,0,15606a00d00c0000
1770510483192377,0x22c,2,15606a00d00c0000
1770510483192386,0x20c,0,0000e0ff0000c000
1770510483192394,0x20c,2,0000e0ff0000c000
1770510483192403,0x23c,0,4139007878640a3b
1770510483192412,0x23c,2,4139007878640a3b
1770510483192421,0x23e,0,3004000000000f00
1770510483192429,0x23e,2,3004000000000f00
1770510483192437,0x24c,0,ff7d000000fe0100
1770510483192447,0x24c,2,ff7d000000fe0100
1770510483192455,0x40c,0,00
1770510483192463,0x40c,2,00
1770510483192470,0x45c,0,0000158e10004384
1770510483192478,0x45c,2,0000158e10004384
1770510483192488,0x76c,0,0a00000000000000
1770510483192496,0x76c,2,0a00000000000000
1770510483192505,0x102,0,5084fcfffcfffc1f
1770510483192513,0x102,2,5084fcfffcfffc1f
1770510483192522,0x209,0,0000000068011400
1770510483192530,0x209,2,0000000068011400
1770510483192539,0x229,0,6c05c47c0900ecd1
1770510483192548,0x229,2,6c05c47c0900ecd1
1770510483192557,0x239,0,3941001700000000
1770510483192566,0x239,2,3941001700000000
1770510483192574,0x249,0,667d880200702800
1770510483192583,0x249,2,667d880200702800
1770510483192592,0x469,0,7e09000000000000
1770510483192601,0x469,2,7e09000000000000
1770510483192610,0x3d8,0,150700
1770510483192618,0x3d8,2,150700
1770510483192626,0x298,0,0000fc7f00
1770510483192633,0x298,2,0000fc7f00
1770510483192642,0x219,0,0000000083020000
1770510483192653,0x219,2,0000000083020000
1770510483192664,0x102,0,3684fdfffcfffc1f
1770510483192673,0x102,2,3684fdfffcfffc1f
1770510483192682,0x288,0,0000fc7f00
1770510483192690,0x288,2,0000fc7f00
1770510483192698,0x21c,0,000800848d020008
1770510483192706,0x21c,2,000800848d020008
1770510483192716,0x25c,0,0102000ac0ff2102
1770510483192724,0x25c,2,0102000ac0ff2102
1770510483192733,0x42c,0,0060000064000000
1770510483192741,0x42c,2,0060000064000000
1770510483192749,0x43c,0,0060000064000000
1770510483192759,0x43c,2,0060000064000000
1770510483192768,0x44c,0,0060000064000000
1770510483192776,0x44c,2,0060000064000000
1770510483192785,0x102,0,4f84fcfffcfffc1f
1770510483192794,0x102,2,4f84fcfffcfffc1f
1770510483192803,0x71e,0,050050cb00000000
1770510483192811,0x71e,2,050050cb00000000
1770510483192819,0x358,0,580a100140503c13
1770510483192828,0x358,2,580a100140503c13
1770510483192836,0x298,0,0000fc7f00
1770510483192844,0x298,2,0000fc7f00
1770510483192853,0x102,0,2984fdfffdfffc1f
1770510483192861,0x102,2,2984fdfffdfffc1f
1770510483192871,0x207,0,0000c0ff68011400
1770510483192880,0x207,2,0000c0ff68011400
1770510483192888,0x227,0,6905587b2500ecd1
1770510483192897,0x227,2,6905587b2500ecd1
1770510483192907,0x237,0,3941001700000000
1770510483192916,0x237,2,3941001700000000
1770510483192924,0x247,0,667d8f0200502800
1770510483192933,0x247,2,667d8f0200502800
1770510483192942,0x467,0,7e09000000000000
1770510483192951,0x467,2,7e09000000000000
1770510483192960,0x288,0,0000fc7f00
1770510483192968,0x288,2,0000fc7f00
1770510483192977,0x428,0,0030
1770510483192984,0x428,2,0030
1770510483192992,0x102,0,3584fdfffcfffc1f
1770510483193001,0x102,2,3584fdfffcfffc1f
1770510483193009,0x3a8,0,ffffffffff7e0e
1770510483193018,0x3a8,2,ffffffffff7e0e
1770510483193027,0x217,0,00c0000081020000
1770510483193036,0x217,2,00c0000081020000
1770510483193045,0x298,0,0000fc7f00
1770510483193054,0x298,2,0000fc7f00
1770510483193062,0x258,0,00000000000005d1
1770510483193071,0x258,2,00000000000005d1
1770510483193080,0x28a,0,0000ff1f00000000
1770510483193089,0x28a,2,0000ff1f00000000
1770510483193097,0x21a,0,8e000a004a008a00
1770510483193107,0x21a,2,8e000a004a008a00
1770510483193116,0x51a,0,470b000000000800
1770510483193257,0x51a,2,470b000000000800
1770510483193270,0x3da,0,01046be1064e0000
1770510483193280,0x3da,2,01046be1064e0000
1770510483193289,0x3ca,0,0000000000000000
1770510483193299,0x3ca,2,0000000000000000
1770510483193308,0x2aa,0,2b2b4350c9000000
1770510483193317,0x2aa,2,2b2b4350c9000000
1770510483193326,0x102,0,4e84fdfffbfffc1f
1770510483193336,0x102,2,4e84fdfffbfffc1f
1770510483193345,0x25a,0,0010000000000000
1770510483193355,0x25a,2,0010000000000000
1770510483193364,0x23a,0,0018005100050000
1770510483193373,0x23a,2,0018005100050000
1770510483193381,0x22a,0,6702982100000000
1770510483193391,0x22a,2,6702982100000000
1770510483193400,0x27a,0,2e2e0611080400
1770510483193409,0x27a,2,2e2e0611080400
1770510483193417,0x24a,0,0f0feba0b900fe00
1770510483193427,0x24a,2,0f0feba0b900fe00
1770510483193436,0x29a,0,0000000000000000
1770510483193445,0x29a,2,0000000000000000
1770510483193453,0x288,0,0000fc7f00
1770510483193462,0x288,2,0000fc7f00
1770510483193471,0x368,0,45f15162644c2f00
1770510483193483,0x368,2,45f15162644c2f00
1770510483193493,0x202,0,125f4c9d0000e801
1770510483193503,0x202,2,125f4c9d0000e801
1770510483193512,0x6f2,0,0320ad480bd286b4
1770510483193520,0x6f2,2,0320ad480bd286b4
1770510483193529,0x212,0,5808225300
1770510483193538,0x212,2,5808225300
1770510483193547,0x222,0,000000000010
1770510483193556,0x222,2,000000000010
1770510483193564,0x232,0,5a13e874
1770510483193572,0x232,2,5a13e874
1770510483193581,0x402,0,1000
1770510483193589,0x402,2,1000
1770510483193597,0x3a2,0,ff0f00e0ff68040a
1770510483193606,0x3a2,2,ff0f00e0ff68040a
1770510483193615,0x3a3,0,fcff0080
1770510483193624,0x3a3,2,fcff0080
1770510483193632,0x252,0,00000000022b00
1770510483193641,0x252,2,00000000022b00
1770510483193650,0x262,0,000000000000c606
1770510483193659,0x262,2,000000000000c606
1770510483193667,0x272,0,0d12efff02000000
1770510483193676,0x272,2,0d12efff02000000
1770510483193685,0x2d2,0,00003380070000
1770510483193694,0x2d2,2,00003380070000
1770510483193703,0x102,0,4184fcfffcfffc1f
1770510483193711,0x102,2,4184fcfffcfffc1f
1770510483193720,0x210,0,0000e007049000
1770510483193730,0x210,2,0000e007049000
1770510483193738,0x20a,0,00000000701f0000
1770510483193750,0x20a,2,00000000701f0000
1770510483193761,0x298,0,0000fc7f00
1770510483193770,0x298,2,0000fc7f00
1770510483193778,0x233,0,0e0dff0000000000
1770510483193787,0x233,2,0e0dff0000000000
1770510483193796,0x223,0,0000000041000001
1770510483193804,0x223,2,0000000041000001
1770510483193813,0x20b,0,0000c0ff68011400
1770510483193822,0x20b,2,0000c0ff68011400
1770510483193832,0x22b,0,46057c7c0400ecd1
1770510483193841,0x22b,2,46057c7c0400ecd1
1770510483193850,0x23b,0,3941001700000000
1770510483193859,0x23b,2,3941001700000000
1770510483193869,0x24b,0,667d890200702800
1770510483193877,0x24b,2,667d890200702800
1770510483193886,0x268,0,00000000a7000000
1770510483193895,0x268,2,00000000a7000000
1770510483193904,0x46b,0,7e09000000000000
1770510483193913,0x46b,2,7e09000000000000
1770510483193922,0x31f,0,0200000000020000
1770510483193931,0x31f,2,0200000000020000
1770510483193939,0x51f,0,c81ee900000000
1770510483193949,0x51f,2,c81ee900000000
1770510483193958,0x203,0,bc13
1770510483193966,0x203,2,bc13
1770510483193974,0x41e,0,00
1770510483193982,0x41e,2,00
1770510483193990,0x20d,0,00
1770510483193998,0x20d,2,00
1770510483194006,0x77d,0,1100400831
1770510483194015,0x77d,2,1100400831
1770510483194023,0x7dd,0,ff0009
1770510483194031,0x7dd,2,ff0009
1770510483194039,0x102,0,3584fdfffcfffc1f
1770510483194048,0x102,2,3584fdfffcfffc1f
1770510483194057,0x26a,0,e00100
1770510483194065,0x26a,2,e00100
1770510483194073,0x288,0,0000fc7f00
1770510483194082,0x288,2,0000fc7f00
1770510483194090,0x408,0,a0
1770510483194098,0x408,2,a0
1770510483194106,0x21b,0,00807f007f020000
1770510483194115,0x21b,2,00807f007f020000
1770510483194124,0x20e,0,14402200c6000f00
1770510483194132,0x20e,2,14402200c6000f00
1770510483194141,0x51e,0,0500000000000000
1770510483194149,0x51e,2,0500000000000000
1770510483194158,0x40e,0,00
1770510483194166,0x40e,2,00
1770510483194173,0x102,0,3484fcfffcfffc1f
1770510483194182,0x102,2,3484fcfffcfffc1f
1770510483194191,0x253,0,0000e0282800
1770510483194199,0x253,2,0000e0282800
1770510483194208,0x2c8,0,6d8d03621b23a007
1770510483194218,0x2c8,2,6d8d03621b23a007
1770510483194226,0x298,0,0000fc7f00
1770510483194235,0x298,2,0000fc7f00
1770510483194244,0x102,0,4d84fcfffcfffc1f
1770510483194253,0x102,2,4d84fcfffcfffc1f
1770510483194262,0x288,0,0000fc7f00
1770510483194271,0x288,2,0000fc7f00
1770510483194279,0x22c,0,15606a00d00c0000
1770510483194288,0x22c,2,15606a00d00c0000
1770510483194297,0x20c,0,0000e0ff0000c000
1770510483194306,0x20c,2,0000e0ff0000c000
1770510483194315,0x23c,0,4139007878640a3b
1770510483194324,0x23c,2,4139007878640a3b
1770510483194332,0x23e,0,3004000000000f00
1770510483194342,0x23e,2,3004000000000f00
1770510483194351,0x24c,0,ff7d000000fe0100
1770510483194360,0x24c,2,ff7d000000fe0100
1770510483194369,0x40c,0,00
1770510483194377,0x40c,2,00
1770510483194384,0x45c,0,0000158e10004d84
1770510483194394,0x45c,2,0000158e10004d84
1770510483194404,0x547,0,57ff
1770510483194412,0x547,2,57ff
1770510483194419,0x549,0,57ff
1770510483194428,0x549,2,57ff
1770510483194436,0x54b,0,57ff
1770510483194444,0x54b,2,57ff
1770510483194451,0x76c,0,0f00000000000000
1770510483194460,0x76c,2,0f00000000000000
1770510483194470,0x102,0,4284fdfffbfffc1f
1770510483194478,0x102,2,4284fdfffbfffc1f
1770510483194487,0x209,0,0000000068011400
1770510483194496,0x209,2,0000000068011400
1770510483194504,0x229,0,6805c47c0500ecd1
1770510483194513,0x229,2,6805c47c0500ecd1
1770510483194522,0x239,0,3941001700000000
1770510483194531,0x239,2,3941001700000000
1770510483194539,0x249,0,667d870200702800
1770510483194549,0x249,2,667d870200702800
1770510483194557,0x469,0,7e09000000000000
1770510483194567,0x469,2,7e09000000000000
1770510483194576,0x3d8,0,150700
1770510483194584,0x3d8,2,150700
1770510483194592,0x298,0,0000fc7f00
1770510483194601,0x298,2,0000fc7f00
1770510483194609,0x219,0,0000000083020000
1770510483194619,0x219,2,0000000083020000
1770510483194629,0x102,0,3584fcfffdfffc1f
1770510483194638,0x102,2,3584fcfffdfffc1f
1770510483194648,0x288,0,0000fc7f00
1770510483194656,0x288,2,0000fc7f00
1770510483194665,0x21c,0,000800848d020008
1770510483194674,0x21c,2,000800848d020008
1770510483194683,0x25c,0,0102000a00002102
1770510483194692,0x25c,2,0102000a00002102
1770510483194700,0x42c,0,0060000064000000
1770510483194710,0x42c,2,0060000064000000
1770510483194719,0x43c,0,0060000064000000
1770510483194727,0x43c,2,0060000064000000
1770510483194736,0x44c,0,0060000064000000
1770510483194745,0x44c,2,0060000064000000
1770510483194754,0x102,0,4f84fcfffdfffc1f
1770510483194763,0x102,2,4f84fcfffdfffc1f
1770510483194772,0x71e,0,0600000000000000
1770510483194782,0x71e,2,0600000000000000
1770510483194790,0x358,0,580a100140503c13
1770510483194800,0x358,2,580a100140503c13
1770510483194808,0x298,0,0000fc7f00
1770510483194817,0x298,2,0000fc7f00
1770510483194825,0x102,0,5184fdfffcfffc1f
1770510483194834,0x102,2,5184fdfffcfffc1f
1770510483194843,0x207,0,0000c0ff68011400
1770510483194852,0x207,2,0000c0ff68011400
1770510483194861,0x227,0,70055a7b0400ecd1
1770510483194870,0x227,2,70055a7b0400ecd1
1770510483194878,0x237,0,3941001700000000
1770510483194887,0x237,2,3941001700000000
1770510483194896,0x247,0,667d8f0200502800
1770510483194906,0x247,2,667d8f0200502800
1770510483194914,0x467,0,7e09000000000000
1770510483194923,0x467,2,7e09000000000000
1770510483194932,0x288,0,0000fc7f00
1770510483194940,0x288,2,0000fc7f00
1770510483194949,0x428,0,0030
1770510483194957,0x428,2,0030
1770510483194966,0x102,0,4384fdfffcfffc1f
1770510483194975,0x102,2,4384fdfffcfffc1f
1770510483194983,0x3a8,0,ffffffffff7e0e
1770510483194992,0x3a8,2,ffffffffff7e0e
1770510483195001,0x217,0,00c0000081020000
1770510483195011,0x217,2,00c0000081020000
1770510483195019,0x298,0,0000fc7f00
1770510483195028,0x298,2,0000fc7f00
1770510483195036,0x258,0,00000000000005d1
1770510483195045,0x258,2,00000000000005d1
1770510483195189,0x28a,0,0000ff1f00000000
1770510483195202,0x28a,2,0000ff1f00000000
1770510483195212,0x21a,0,8e000a004a008a00
1770510483195221,0x21a,2,8e000a004a008a00
1770510483195230,0x3da,0,01046be1464e0000
1770510483195239,0x3da,2,01046be1464e0000
1770510483195248,0x30a,0,000100b202400000
1770510483195257,0x30a,2,000100b202400000
1770510483195266,0x48a,0,0008000000000000
1770510483195275,0x48a,2,0008000000000000
1770510483195285,0x3ea,0,01000000fe0000fc
1770510483195294,0x3ea,2,01000000fe0000fc
1770510483195303,0x2aa,0,2b2b4350c9000000
1770510483195312,0x2aa,2,2b2b4350c9000000
1770510483195321,0x65a,0,14050000647dc997
1770510483195330,0x65a,2,14050000647dc997
1770510483195339,0x102,0,3884fdfffdfffc1f
1770510483195348,0x102,2,3884fdfffdfffc1f
1770510483195357,0x25a,0,0010000000000000
1770510483195366,0x25a,2,0010000000000000
1770510483195375,0x23a,0,0018005100050000
1770510483195384,0x23a,2,0018005100050000
1770510483195393,0x22a,0,6702982100000000
1770510483195402,0x22a,2,6702982100000000
1770510483195411,0x27a,0,2e2e0611080400
1770510483195420,0x27a,2,2e2e0611080400
1770510483195429,0x24a,0,0f0feba0b900fe00
1770510483195438,0x24a,2,0f0feba0b900fe00
1770510483195446,0x288,0,0000fc7f00
1770510483195455,0x288,2,0000fc7f00
1770510483195463,0x53a,0,0003000000001616
1770510483195472,0x53a,2,0003000000001616
1770510483195481,0x29a,0,0000000000000000
1770510483195490,0x29a,2,0000000000000000
1770510483195498,0x368,0,45f15162644c2f00
1770510483195510,0x368,2,45f15162644c2f00
1770510483195521,0x202,0,125f4c9d0000e801
1770510483195530,0x202,2,125f4c9d0000e801
1770510483195539,0x6f2,0,041ead47fbd182b4
1770510483195549,0x6f2,2,041ead47fbd182b4
1770510483195558,0x212,0,5808225300
1770510483195567,0x212,2,5808225300
1770510483195575,0x222,0,000000000010
1770510483195583,0x222,2,000000000010
1770510483195592,0x232,0,5a13ea74
1770510483195600,0x232,2,5a13ea74
1770510483195608,0x402,0,1000
1770510483195616,0x402,2,1000
1770510483195623,0x3a2,0,ff0f00e0ff68040a
1770510483195632,0x3a2,2,ff0f00e0ff68040a
1770510483195641,0x3a3,0,fdff0080
1770510483195649,0x3a3,2,fdff0080
1770510483195657,0x252,0,00000000022b00
1770510483195665,0x252,2,00000000022b00
1770510483195674,0x262,0,000000000000c606
1770510483195683,0x262,2,000000000000c606
1770510483195692,0x272,0,0e12f1ff02000000
1770510483195701,0x272,2,0e12f1ff02000000
1770510483195710,0x2d2,0,00003380070000
1770510483195719,0x2d2,2,00003380070000
1770510483195727,0x102,0,5c84fdfffbfffc1f
1770510483195736,0x102,2,5c84fdfffbfffc1f
1770510483195744,0x20a,0,00000000801f0000
1770510483195755,0x20a,2,00000000801f0000
1770510483195766,0x210,0,0000e006059000
1770510483195775,0x210,2,0000e006059000
1770510483195783,0x500,0,000000000a001900
1770510483195792,0x500,2,000000000a001900
1770510483195801,0x298,0,0000fc7f00
1770510483195809,0x298,2,0000fc7f00
1770510483195817,0x233,0,0e0dff0000000000
1770510483195826,0x233,2,0e0dff0000000000
1770510483195835,0x223,0,0000000041000001
1770510483195844,0x223,2,0000000041000001
1770510483195852,0x363,0,00040f0102000000
1770510483195861,0x363,2,00040f0102000000
1770510483195871,0x20b,0,0000c0ff68011400
1770510483195880,0x20b,2,0000c0ff68011400
1770510483195889,0x22b,0,45056b7c0500ecd1
1770510483195898,0x22b,2,45056b7c0500ecd1
1770510483195907,0x23b,0,3941001700000000
1770510483195915,0x23b,2,3941001700000000
1770510483195924,0x24b,0,667d890200702800
1770510483195934,0x24b,2,667d890200702800
1770510483195943,0x268,0,00000000a8000000
1770510483195952,0x268,2,00000000a8000000
1770510483195960,0x46b,0,7e09000000000000
1770510483195970,0x46b,2,7e09000000000000
